name,album,media_type,genre,composer,milliseconds,bytes,unitprice,tracks_sold,artist,file
A Measure of Salvation,227,3,18,,2563938,489715554,1.99,0,227,
Hero,227,3,18,,2713755,506896959,1.99,1,227,
Unfinished Business,227,3,18,,2622038,528499160,1.99,1,227,
The Passage,227,3,18,,2623875,490375760,1.99,1,227,
The Eye of Jupiter,227,3,18,,2618750,517909587,1.99,0,227,
Rapture,227,3,18,,2624541,508406153,1.99,0,227,
Taking a Break from All Your Worries,227,3,18,,2624207,492700163,1.99,0,227,
The Woman King,227,3,18,,2626376,552893447,1.99,2,227,
A Day In the Life,227,3,18,,2620245,462818231,1.99,1,227,
Dirty Hands,227,3,18,,2627961,537648614,1.99,0,227,
Maelstrom,227,3,18,,2622372,514154275,1.99,0,227,
The Son Also Rises,227,3,18,,2621830,499258498,1.99,0,227,
"Crossroads, Pt. 1",227,3,20,,2622622,486233524,1.99,1,227,
"Crossroads, Pt. 2",227,3,20,,2869953,497335706,1.99,1,227,
Genesis,228,3,19,,2611986,515671080,1.99,1,228,
Don't Look Back,228,3,21,,2571154,493628775,1.99,0,228,
One Giant Leap,228,3,21,,2607649,521616246,1.99,1,228,
Collision,228,3,21,,2605480,526182322,1.99,0,228,
Hiros,228,3,21,,2533575,488835454,1.99,0,228,
Better Halves,228,3,21,,2573031,549353481,1.99,1,228,
Nothing to Hide,228,3,19,,2605647,510058181,1.99,1,228,
Seven Minutes to Midnight,228,3,21,,2613988,515590682,1.99,1,228,
Homecoming,228,3,21,,2601351,516015339,1.99,0,228,
Six Months Ago,228,3,19,,2602852,505133869,1.99,0,228,
Fallout,228,3,21,,2594761,501145440,1.99,0,228,
The Fix,228,3,21,,2600266,507026323,1.99,2,228,
Distractions,228,3,21,,2590382,537111289,1.99,1,228,
Run!,228,3,21,,2602602,542936677,1.99,0,228,
Unexpected,228,3,21,,2598139,511777758,1.99,0,228,
Company Man,228,3,21,,2601226,493168135,1.99,0,228,
Company Man,228,3,21,,2601101,503786316,1.99,1,228,
Parasite,228,3,21,,2602727,487461520,1.99,1,228,
A Tale of Two Cities,229,3,19,,2636970,513691652,1.99,0,229,
"Lost (Pilot, Part 1) [Premiere]",230,3,19,,2548875,217124866,1.99,0,230,
"Man of Science, Man of Faith (Premiere)",231,3,19,,2612250,543342028,1.99,1,231,
Adrift,231,3,19,,2564958,502663995,1.99,1,231,
"Lost (Pilot, Part 2)",230,3,19,,2436583,204995876,1.99,0,230,
The Glass Ballerina,229,3,21,,2637458,535729216,1.99,1,229,
Further Instructions,229,3,19,,2563980,502041019,1.99,0,229,
Orientation,231,3,19,,2609083,500600434,1.99,1,231,
Tabula Rasa,230,3,19,,2627105,210526410,1.99,0,230,
Every Man for Himself,229,3,21,,2637387,513803546,1.99,0,229,
Everybody Hates Hugo,231,3,19,,2609192,498163145,1.99,0,231,
Walkabout,230,3,19,,2587370,207748198,1.99,2,230,
...And Found,231,3,19,,2563833,500330548,1.99,1,231,
The Cost of Living,229,3,19,,2637500,505647192,1.99,0,229,
White Rabbit,230,3,19,,2571965,201654606,1.99,0,230,
Abandoned,231,3,19,,2587041,537348711,1.99,0,231,
House of the Rising Sun,230,3,19,,2590032,210379525,1.99,1,230,
I Do,229,3,19,,2627791,504676825,1.99,1,229,
Not In Portland,229,3,21,,2637303,499061234,1.99,0,229,
Not In Portland,229,3,21,,2637345,510546847,1.99,0,229,
The Moth,230,3,19,,2631327,228896396,1.99,1,230,
The Other 48 Days,231,3,19,,2610625,535256753,1.99,1,231,
Collision,231,3,19,,2564916,475656544,1.99,0,231,
Confidence Man,230,3,19,,2615244,223756475,1.99,0,230,
Flashes Before Your Eyes,229,3,21,,2636636,537760755,1.99,0,229,
Lost Survival Guide,229,3,21,,2632590,486675063,1.99,1,229,
Solitary,230,3,19,,2612894,207045178,1.99,1,230,
What Kate Did,231,3,19,,2610250,484583988,1.99,0,231,
Raised By Another,230,3,19,,2590459,223623810,1.99,0,230,
Stranger In a Strange Land,229,3,21,,2636428,505056021,1.99,1,229,
The 23rd Psalm,231,3,19,,2610416,487401604,1.99,1,231,
All the Best Cowboys Have Daddy Issues,230,3,19,,2555492,211743651,1.99,0,230,
The Hunting Party,231,3,21,,2611333,520350364,1.99,0,231,
Tricia Tanaka Is Dead,229,3,21,,2635010,548197162,1.99,0,229,
Enter 77,229,3,21,,2629796,517521422,1.99,1,229,
Fire + Water,231,3,21,,2600333,488458695,1.99,1,231,
Whatever the Case May Be,230,3,19,,2616410,183867185,1.99,0,230,
Hearts and Minds,230,3,19,,2619462,207607466,1.99,0,230,
Par Avion,229,3,21,,2629879,517079642,1.99,1,229,
The Long Con,231,3,19,,2679583,518376636,1.99,1,231,
One of Them,231,3,21,,2698791,542332389,1.99,0,231,
Special,230,3,19,,2618530,219961967,1.99,0,230,
The Man from Tallahassee,229,3,21,,2637637,550893556,1.99,0,229,
Exposé,229,3,21,,2593760,511338017,1.99,1,229,
Homecoming,230,3,19,,2515882,210675221,1.99,1,230,
Maternity Leave,231,3,21,,2780416,555244214,1.99,0,231,
Left Behind,229,3,21,,2635343,538491964,1.99,0,229,
Outlaws,230,3,19,,2619887,206500939,1.99,1,230,
The Whole Truth,231,3,21,,2610125,495487014,1.99,1,231,
...In Translation,230,3,19,,2604575,215441983,1.99,0,230,
Lockdown,231,3,21,,2610250,543886056,1.99,0,231,
One of Us,229,3,21,,2638096,502387276,1.99,0,229,
Catch-22,229,3,21,,2561394,489773399,1.99,1,229,
Dave,231,3,19,,2825166,574325829,1.99,1,231,
Numbers,230,3,19,,2609772,214709143,1.99,0,230,
D.O.C.,229,3,21,,2616032,518556641,1.99,0,229,
Deus Ex Machina,230,3,19,,2582009,214996732,1.99,1,230,
S.O.S.,231,3,19,,2639541,517979269,1.99,1,231,
Do No Harm,230,3,19,,2618487,212039309,1.99,0,230,
Two for the Road,231,3,21,,2610958,502404558,1.99,0,231,
The Greater Good,230,3,19,,2617784,214130273,1.99,0,230,
"""?""",231,3,19,,2782333,528227089,1.99,1,231,
Born to Run,230,3,19,,2618619,213772057,1.99,1,230,
Three Minutes,231,3,19,,2763666,531556853,1.99,0,231,
Exodus (Part 1),230,3,19,,2620747,213107744,1.99,0,230,
"Live Together, Die Alone, Pt. 1",231,3,21,,2478041,457364940,1.99,1,231,
Exodus (Part 2) [Season Finale],230,3,19,,2605557,208667059,1.99,1,230,
"Live Together, Die Alone, Pt. 2",231,3,19,,2656531,503619265,1.99,0,231,
Exodus (Part 3) [Season Finale],230,3,19,,2619869,197937785,1.99,0,230,
Zoo Station,232,1,1,U2,276349,9056902,0.99,0,232,
Even Better Than The Real Thing,232,1,1,U2,221361,7279392,0.99,1,232,
One,232,1,1,U2,276192,9158892,0.99,1,232,
Until The End Of The World,232,1,1,U2,278700,9132485,0.99,0,232,
Who's Gonna Ride Your Wild Horses,232,1,1,U2,316551,10304369,0.99,0,232,
So Cruel,232,1,1,U2,349492,11527614,0.99,1,232,
The Fly,232,1,1,U2,268982,8825399,0.99,1,232,
Mysterious Ways,232,1,1,U2,243826,8062057,0.99,0,232,
Tryin' To Throw Your Arms Around The World,232,1,1,U2,232463,7612124,0.99,0,232,
Ultraviolet (Light My Way),232,1,1,U2,330788,10754631,0.99,0,232,
Acrobat,232,1,1,U2,270288,8824723,0.99,1,232,
Love Is Blindness,232,1,1,U2,263497,8531766,0.99,1,232,
Beautiful Day,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",248163,8056723,0.99,0,233,
Stuck In A Moment You Can't Get Out Of,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",272378,8997366,0.99,0,233,
Elevation,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",227552,7479414,0.99,0,233,
Walk On,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",296280,9800861,0.99,1,233,
Kite,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",266893,8765761,0.99,0,233,
In A Little While,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",219271,7189647,0.99,0,233,
Wild Honey,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",226768,7466069,0.99,0,233,
Peace On Earth,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",288496,9476171,0.99,2,233,
When I Look At The World,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",257776,8500491,0.99,2,233,
New York,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",330370,10862323,0.99,1,233,
Grace,233,1,1,"Adam Clayton, Bono, Larry Mullen, The Edge",330657,10877148,0.99,0,233,
The Three Sunrises,234,1,1,U2,234788,7717990,0.99,1,234,
Spanish Eyes,234,1,1,U2,196702,6392710,0.99,1,234,
Sweetest Thing,234,1,1,U2,185103,6154896,0.99,1,234,
Love Comes Tumbling,234,1,1,U2,282671,9328802,0.99,0,234,
Bass Trap,234,1,1,U2,213289,6834107,0.99,1,234,
Dancing Barefoot,234,1,1,Ivan Kral/Patti Smith,287895,9488294,0.99,1,234,
Everlasting Love,234,1,1,Buzz Cason/Mac Gayden,202631,6708932,0.99,2,234,
Unchained Melody,234,1,1,Alex North/Hy Zaret,294164,9597568,0.99,0,234,
Walk To The Water,234,1,1,U2,289253,9523336,0.99,1,234,
Luminous Times (Hold On To Love),234,1,1,Brian Eno/U2,277760,9015513,0.99,0,234,
Hallelujah Here She Comes,234,1,1,U2,242364,8027028,0.99,2,234,
Silver And Gold,234,1,1,Bono,279875,9199746,0.99,0,234,
Endless Deep,234,1,1,U2,179879,5899070,0.99,0,234,
A Room At The Heartbreak Hotel,234,1,1,U2,274546,9015416,0.99,0,234,
"Trash, Trampoline And The Party Girl",234,1,1,U2,153965,5083523,0.99,0,234,
Vertigo,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",194612,6329502,0.99,1,235,
Miracle Drug,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",239124,7760916,0.99,0,235,
Sometimes You Can't Make It On Your Own,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",308976,10112863,0.99,0,235,
Love And Peace Or Else,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",290690,9476723,0.99,0,235,
City Of Blinding Lights,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",347951,11432026,0.99,2,235,
All Because Of You,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",219141,7198014,0.99,1,235,
A Man And A Woman,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",270132,8938285,0.99,1,235,
Crumbs From Your Table,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",303568,9892349,0.99,0,235,
One Step Closer,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",231680,7512912,0.99,1,235,
Original Of The Species,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",281443,9230041,0.99,1,235,
Yahweh,235,1,1,"Adam Clayton, Bono, Larry Mullen & The Edge",262034,8636998,0.99,1,235,
Discotheque,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",319582,10442206,0.99,1,236,
Do You Feel Loved,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",307539,10122694,0.99,1,236,
Mofo,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",349178,11583042,0.99,1,236,
If God Will Send His Angels,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",322533,10563329,0.99,1,236,
Staring At The Sun,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",276924,9082838,0.99,1,236,
Last Night On Earth,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",285753,9401017,0.99,1,236,
Gone,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",266866,8746301,0.99,0,236,
Miami,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",293041,9741603,0.99,2,236,
The Playboy Mansion,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",280555,9274144,0.99,0,236,
If You Wear That Velvet Dress,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",315167,10227333,0.99,0,236,
Please,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",302602,9909484,0.99,0,236,
Wake Up Dead Man,236,1,1,"Bono, The Edge, Adam Clayton, and Larry Mullen",292832,9515903,0.99,1,236,
Helter Skelter,237,1,1,"Lennon, John/McCartney, Paul",187350,6097636,0.99,0,237,
Van Diemen's Land,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",186044,5990280,0.99,0,237,
Desire,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",179226,5874535,0.99,2,237,
Hawkmoon 269,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",382458,12494987,0.99,1,237,
All Along The Watchtower,237,1,1,"Dylan, Bob",264568,8623572,0.99,2,237,
I Still Haven't Found What I'm Looking for,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",353567,11542247,0.99,1,237,
Freedom For My People,237,1,1,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",38164,1249764,0.99,1,237,
Silver And Gold,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",349831,11450194,0.99,1,237,
Pride (In The Name Of Love),237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",267807,8806361,0.99,2,237,
Angel Of Harlem,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",229276,7498022,0.99,0,237,
Love Rescue Me,237,1,1,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",384522,12508716,0.99,1,237,
When Love Comes To Town,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",255869,8340954,0.99,1,237,
Heartland,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",303360,9867748,0.99,1,237,
God Part II,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",195604,6497570,0.99,1,237,
The Star Spangled Banner,237,1,1,"Hendrix, Jimi",43232,1385810,0.99,2,237,
Bullet The Blue Sky,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",337005,10993607,0.99,1,237,
All I Want Is You,237,1,1,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",390243,12729820,0.99,1,237,
Pride (In The Name Of Love),238,1,1,U2,230243,7549085,0.99,0,238,
New Year's Day,238,1,1,U2,258925,8491818,0.99,1,238,
With Or Without You,238,1,1,U2,299023,9765188,0.99,1,238,
I Still Haven't Found What I'm Looking For,238,1,1,U2,280764,9306737,0.99,1,238,
Sunday Bloody Sunday,238,1,1,U2,282174,9269668,0.99,0,238,
Bad,238,1,1,U2,351817,11628058,0.99,1,238,
Where The Streets Have No Name,238,1,1,U2,276218,9042305,0.99,0,238,
I Will Follow,238,1,1,U2,218253,7184825,0.99,0,238,
The Unforgettable Fire,238,1,1,U2,295183,9684664,0.99,1,238,
Sweetest Thing,238,1,1,U2 & Daragh O'Toole,183066,6071385,0.99,2,238,
Desire,238,1,1,U2,179853,5893206,0.99,1,238,
When Love Comes To Town,238,1,1,U2,258194,8479525,0.99,1,238,
Angel Of Harlem,238,1,1,U2,230217,7527339,0.99,1,238,
All I Want Is You,238,1,1,U2 & Van Dyke Parks,591986,19202252,0.99,1,238,
Sunday Bloody Sunday,239,1,1,U2,278204,9140849,0.99,2,239,
Seconds,239,1,1,U2,191582,6352121,0.99,1,239,
New Year's Day,239,1,1,U2,336274,11054732,0.99,1,239,
Like A Song...,239,1,1,U2,287294,9365379,0.99,1,239,
Drowning Man,239,1,1,U2,254458,8457066,0.99,1,239,
The Refugee,239,1,1,U2,221283,7374043,0.99,0,239,
Two Hearts Beat As One,239,1,1,U2,243487,7998323,0.99,2,239,
Red Light,239,1,1,U2,225854,7453704,0.99,2,239,
Surrender,239,1,1,U2,333505,11221406,0.99,1,239,
"""40""",239,1,1,U2,157962,5251767,0.99,0,239,
Zooropa,240,1,1,U2; Bono,392359,12807979,0.99,1,240,
Babyface,240,1,1,U2; Bono,241998,7942573,0.99,1,240,
Numb,240,1,1,"U2; Edge, The",260284,8577861,0.99,1,240,
Lemon,240,1,1,U2; Bono,418324,13988878,0.99,1,240,
"Stay (Faraway, So Close!)",240,1,1,U2; Bono,298475,9785480,0.99,1,240,
Daddy's Gonna Pay For Your Crashed Car,240,1,1,U2; Bono,320287,10609581,0.99,0,240,
Some Days Are Better Than Others,240,1,1,U2; Bono,257436,8417690,0.99,0,240,
The First Time,240,1,1,U2; Bono,225697,7247651,0.99,1,240,
Dirty Day,240,1,1,"U2; Bono & Edge, The",324440,10652877,0.99,2,240,
The Wanderer,240,1,1,U2; Bono,283951,9258717,0.99,1,240,
Breakfast In Bed,241,1,8,,196179,6513325,0.99,0,241,
Where Did I Go Wrong,241,1,8,,226742,7485054,0.99,0,241,
I Would Do For You,241,1,8,,334524,11193602,0.99,1,241,
Homely Girl,241,1,8,,203833,6790788,0.99,1,241,
Here I Am (Come And Take Me),241,1,8,,242102,8106249,0.99,1,241,
Kingston Town,241,1,8,,226951,7638236,0.99,0,241,
Wear You To The Ball,241,1,8,,213342,7159527,0.99,1,241,
(I Can't Help) Falling In Love With You,241,1,8,,207568,6905623,0.99,0,241,
Higher Ground,241,1,8,,260179,8665244,0.99,1,241,
Bring Me Your Cup,241,1,8,,341498,11346114,0.99,1,241,
C'est La Vie,241,1,8,,270053,9031661,0.99,2,241,
Reggae Music,241,1,8,,245106,8203931,0.99,0,241,
Superstition,241,1,8,,319582,10728099,0.99,0,241,
Until My Dying Day,241,1,8,,235807,7886195,0.99,0,241,
Where Have All The Good Times Gone?,242,1,1,Ray Davies,186723,6063937,0.99,1,242,
Hang 'Em High,242,1,1,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,210259,6872314,0.99,1,242,
Cathedral,242,1,1,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,82860,2650998,0.99,1,242,
Secrets,242,1,1,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,206968,6803255,0.99,0,242,
Intruder,242,1,1,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,100153,3282142,0.99,0,242,
(Oh) Pretty Woman,242,1,1,Bill Dees/Roy Orbison,174680,5665828,0.99,0,242,
Dancing In The Street,242,1,1,Ivy Jo Hunter/Marvin Gaye/William Stevenson,225985,7461499,0.99,1,242,
Little Guitars (Intro),242,1,1,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,42240,1439530,0.99,1,242,
Little Guitars,242,1,1,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,228806,7453043,0.99,1,242,
Big Bad Bill (Is Sweet William Now),242,1,1,Jack Yellen/Milton Ager,165146,5489609,0.99,0,242,
The Full Bug,242,1,1,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,201116,6551013,0.99,0,242,
Happy Trails,242,1,1,Dale Evans,65488,2111141,0.99,0,242,
Eruption,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",102164,3272891,0.99,1,243,
Ain't Talkin' 'bout Love,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",228336,7569506,0.99,1,243,
Runnin' With The Devil,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",215902,7061901,0.99,0,243,
Dance the Night Away,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",185965,6087433,0.99,0,243,
And the Cradle Will Rock...,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",213968,7011402,0.99,0,243,
Unchained,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",208953,6777078,0.99,1,243,
Jump,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth",241711,7911090,0.99,1,243,
Panama,243,1,1,"Edward Van Halen, Alex Van Halen, David Lee Roth",211853,6921784,0.99,1,243,
Why Can't This Be Love,243,1,1,Van Halen,227761,7457655,0.99,0,243,
Dreams,243,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",291813,9504119,0.99,0,243,
When It's Love,243,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",338991,11049966,0.99,0,243,
Poundcake,243,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",321854,10366978,0.99,0,243,
Right Now,243,1,1,Van Halen,321828,10503352,0.99,1,243,
Can't Stop Loving You,243,1,1,Van Halen,248502,8107896,0.99,1,243,
Humans Being,243,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",308950,10014683,0.99,1,243,
Can't Get This Stuff No More,243,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",315376,10355753,0.99,0,243,
Me Wise Magic,243,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",366053,12013467,0.99,0,243,
Runnin' With The Devil,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",216032,7056863,0.99,0,244,
Eruption,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",102556,3286026,0.99,2,244,
You Really Got Me,244,1,1,Ray Davies,158589,5194092,0.99,1,244,
Ain't Talkin' 'Bout Love,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",230060,7617284,0.99,0,244,
I'm The One,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",226507,7373922,0.99,0,244,
Jamie's Cryin',244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",210546,6946086,0.99,0,244,
Atomic Punk,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",182073,5908861,0.99,1,244,
Feel Your Love Tonight,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",222850,7293608,0.99,1,244,
Little Dreamer,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",203258,6648122,0.99,0,244,
Ice Cream Man,244,1,1,John Brim,200306,6573145,0.99,0,244,
On Fire,244,1,1,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",180636,5879235,0.99,1,244,
Neworld,245,1,1,Van Halen,105639,3495897,0.99,1,245,
Without You,245,1,1,Van Halen,390295,12619558,0.99,0,245,
One I Want,245,1,1,Van Halen,330788,10743970,0.99,1,245,
From Afar,245,1,1,Van Halen,324414,10524554,0.99,0,245,
Dirty Water Dog,245,1,1,Van Halen,327392,10709202,0.99,1,245,
Once,245,1,1,Van Halen,462837,15378082,0.99,0,245,
Fire in the Hole,245,1,1,Van Halen,331728,10846768,0.99,0,245,
Josephina,245,1,1,Van Halen,342491,11161521,0.99,0,245,
Year to the Day,245,1,1,Van Halen,514612,16621333,0.99,2,245,
Primary,245,1,1,Van Halen,86987,2812555,0.99,1,245,
Ballot or the Bullet,245,1,1,Van Halen,342282,11212955,0.99,0,245,
How Many Say I,245,1,1,Van Halen,363937,11716855,0.99,0,245,
Sucker Train Blues,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",267859,8738780,0.99,0,246,
Do It For The Kids,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",235911,7693331,0.99,1,246,
Big Machine,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",265613,8673442,0.99,1,246,
Illegal I Song,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",257750,8483347,0.99,0,246,
Spectacle,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",221701,7252876,0.99,0,246,
Fall To Pieces,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",270889,8823096,0.99,0,246,
Headspace,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",223033,7237986,0.99,1,246,
Superhuman,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",255921,8365328,0.99,0,246,
Set Me Free,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",247954,8053388,0.99,0,246,
You Got No Right,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",335412,10991094,0.99,0,246,
Slither,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",248398,8118785,0.99,1,246,
Dirty Little Thing,246,1,1,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",237844,7732982,0.99,1,246,
Loving The Alien,246,1,1,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",348786,11412762,0.99,0,246,
Pela Luz Dos Olhos Teus,247,1,7,,119196,3905715,0.99,0,247,
A Bencao E Outros,247,1,7,,421093,14234427,0.99,1,247,
Tudo Na Mais Santa Paz,247,1,7,,222406,7426757,0.99,1,247,
O Velho E Aflor,247,1,7,,275121,9126828,0.99,0,247,
Cotidiano N 2,247,1,7,,55902,1805797,0.99,0,247,
Adeus,247,1,7,,221884,7259351,0.99,0,247,
Samba Pra Endrigo,247,1,7,,259265,8823551,0.99,1,247,
So Por Amor,247,1,7,,236591,7745764,0.99,1,247,
Meu Pranto Rolou,247,1,7,,181760,6003345,0.99,0,247,
Mulher Carioca,247,1,7,,191686,6395048,0.99,0,247,
Um Homem Chamado Alfredo,247,1,7,,151640,4976227,0.99,1,247,
Samba Do Jato,247,1,7,,220813,7357840,0.99,1,247,
"Oi, La",247,1,7,,167053,5562700,0.99,0,247,
"Vinicius, Poeta Do Encontro",247,1,7,,336431,10858776,0.99,0,247,
Soneto Da Separacao,247,1,7,,193880,6277511,0.99,0,247,
Still Of The Night,141,1,3,Sykes,398210,13043817,0.99,1,141,
Here I Go Again,141,1,3,Marsden,233874,7652473,0.99,1,141,
Is This Love,141,1,3,Sykes,283924,9262360,0.99,0,141,
Love Ain't No Stranger,141,1,3,Galley,259395,8490428,0.99,0,141,
Looking For Love,141,1,3,Sykes,391941,12769847,0.99,1,141,
Now You're Gone,141,1,3,Vandenberg,251141,8162193,0.99,1,141,
Slide It In,141,1,3,Coverdale,202475,6615152,0.99,0,141,
Slow An' Easy,141,1,3,Moody,367255,11961332,0.99,0,141,
Judgement Day,141,1,3,Vandenberg,317074,10326997,0.99,0,141,
You're Gonna Break My Hart Again,141,1,3,Sykes,250853,8176847,0.99,1,141,
The Deeper The Love,141,1,3,Vandenberg,262791,8606504,0.99,1,141,
Crying In The Rain,141,1,3,Coverdale,337005,10931921,0.99,0,141,
Fool For Your Loving,141,1,3,Marsden/Moody,250801,8129820,0.99,0,141,
Sweet Lady Luck,141,1,3,Vandenberg,273737,8919163,0.99,1,141,
Faixa Amarela,248,1,7,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,240692,8082036,0.99,1,248,
Posso Até Me Apaixonar,248,1,7,Dudu Nobre,200698,6735526,0.99,0,248,
Não Sou Mais Disso,248,1,7,Jorge Aragão/Zeca Pagodinho,225985,7613817,0.99,0,248,
Vivo Isolado Do Mundo,248,1,7,Alcides Dias Lopes,180035,6073995,0.99,1,248,
Coração Em Desalinho,248,1,7,Mauro Diniz/Ratino Sigem,185208,6225948,0.99,1,248,
Seu Balancê,248,1,7,Paulinho Rezende/Toninho Geraes,219454,7311219,0.99,1,248,
